reviewId,content,clean_content,score,sentiment
70153089-c21b-4f99-90b6-4790f60b602c,Lemotttttt parahhhhhhhhhhh,lemott parahh,1,Negative
5496dd6a-9e68-4a45-a3b9-c29fb0fe00a5,Saya kira cuma saya yang merasakan trouble pada aplikasi ini... Ternyata hampir semua. Makin diupdate makin kacau... Shoope sekarang berat karena ada video kaya tik tok segala macam. Nggak nyaman,kira cuma rasa trouble aplikasi nyata hampir semua makin diupdate makin kacau shoope sekarang berat video kaya tik tok segala macam nggak nyaman,1,Negative
19a93993-5f2b-4cd6-bc63-cf14ea30a977,eror mulu,eror mulu,1,Negative
fe09273f-6913-4768-ba3e-e179e73a2c3f,"Sumpah aplikasi sering ngelag, trs tiba"" log out sendiri. Tlg dibenerin yah! Susah tau buat yang lupa email sama pasword nya!",sumpah aplikasi sering ngelag terus tiba log out sendiri tlg dibenerin yah susah tau buat lupa email sama pasword nya,1,Negative
0449300a-1a00-4bd4-a764-d72486a950ca,Shopee ngebug apa gimana sih? Uang dari shopee video bisa ditarik ke spay tapi dari spay gabisa ditransfer ke rekening. Parah. Rating ku ubah kalau sudah diperbaiki,shopee ngebug apa gimana uang shopee video bisa tarik spay tapi spay gabisa transfer rekening parah rating ku ubah kalau baik,1,Negative
cbef18f1-6f2e-44c5-9cf4-5605156c6163,"Pelayanan burik,,konsumen cm jadi target pasar doang,seller banyak yg cm nyari cuan tanpa melayani konsumen dgn benar Komplen ga ditanggepin Merdeka deh buat seller Buat pembeli mau protes juga ga bakalan digubris Makasih pengalamannya,ga bakalan pesennlagi d aplikasi ini",layan burik konsumen cm jadi target pasar doang seller banyak cm nyari cuan tanpa layan konsumen benar komplen tidak ditanggepin merdeka buat seller buat beli mau protes tidak bakal gubris terima kasih alam tidak bakal pesennlagi d aplikasi,1,Negative
7a44bbfb-7853-464d-bf23-ae47c7f656c7,Gj,gj,1,Negative
add4dd12-1642-4f19-ae6a-a4286b61a53e,Udah lama ga belanja di shopee pas mua check out lupa pin mau ganti pin ga bisa alasan keamanan ini aplikasi gimana si gua mau belanja susah woooyyy,lama tidak belanja shopee saat mua check out lupa pin mau ganti pin tidak bisa alas aman aplikasi gimana si mau belanja susah wooyy,1,Negative
2e2cd0c6-b430-4740-b77c-87be3b0e6b54,"Makin parah, Saat hendak buka aplikasi selalu eror Dan selalu ada kata kata halaman sedang dalam perbaikan setelah itu kembali ke halaman utama gimana mw masuk selalu kenak tolak terus",makin parah saat hendak buka aplikasi selalu eror selalu kata kata halaman sedang baik telah kembali halaman utama gimana mw masuk selalu nak tolak terus,1,Negative
b98963ee-de2a-4a5a-8b6a-0e074296273d,Shopee lemooooooooootttttttttt bikin emosiiiii tiap buka aplikasinya !!!!!!!!!!!!!!!!!!!!!!!,shopee lemoott bikin emosi tiap buka aplikasi,1,Negative
be088a21-0dbe-4b51-befa-b78806b170ea,Tiap buka produk cuma blank putih ga ada yg bisa dilihat atau klik.,tiap buka produk cuma blank putih tidak bisa lihat klik,1,Negative
b27fc086-aeb3-4b5c-8b2e-8e98f3e821cd,Bohong,bohong,1,Negative
cd8a58bd-2909-478b-ac4b-c0dbf7ad2ef7,"Kembalikan shope yg dulu Yg geratis ongkir tampa minimal belanja Tanpa spaylatger dan spipay, shoppe adminnya ga ramah masalah saya tentang komisi affiliate selama 5 bulan tidak cair dan tidakterselesaikan",kembali shope dulu gerat ongkir tampa minimal belanja tanpa spaylatger spipay shoppe adminnya tidak ramah masalah komisi affiliate lama bulan tidak cair tidakterselesaikan,1,Negative
caa1335a-c5de-4c1b-8206-f1059a5ddd5e,Tekek,tekek,1,Negative
259411af-4996-419e-827b-fc38d702a5d3,Ngeleg gjls bngt,ngeleg gjls banget,1,Negative
0d901b29-e07d-4d73-a17b-6b4c69d7eb5d,pesen barang gasampe2,sen barang gasampe,1,Negative
8f289443-82aa-4045-a4f1-8d7ec2fc0c47,bed,bed,1,Negative
6a19840c-6969-4b60-8fc6-239508df020f,Lelet bgt sii mangkin gk enk deh,lambat banget sii mangkin tidak enk,1,Negative
96b162dc-a5de-4086-b880-7e667c7fcf37,PARAH ANYING AKUN SHOPEE AING MALAH DI BLOKIR DENGAN ALASAN GAJELAS !,parah anying akun shopee aing malah blokir alas gajelas,1,Negative
333b5b8a-d4cc-491f-957a-a93a8946aead,kebanyakan update setiap update malah malin ga jelas malah makin lemot sistem loading nya buka karena jaringan tpi emang dri shoppe nya!!!,banyak update tiap update malah malin tidak jelas malah makin lambat sistem loading nya buka jaring tpi emang dri shoppe nya,1,Negative
4f25e117-63a0-4547-9437-f5b9ef41847f,"Transfer ke bank kena biaya 2500, katanya gratis",transfer bank kena biaya kata gratis,1,Negative
8dab9bff-d557-4631-802c-783a1caedb86,"Sorry nihh, kenapa untuk pencarian seperti pods, vape, dll tidak bisa di cari ya !!!! Tolong perbaiki dongs",sorry nihh kenapa cari pods vape dll tidak bisa cari tolong baik dongs,1,Negative
21c7a8bf-2fe6-4da0-8503-1ef5c713f988,Tidak sesuai pesanan,tidak sesuai pesan,1,Negative
2737c124-fca6-4dd2-a5d5-4a4200f50e70,Aplikasi nya terlalu berat bngt dan lemot parah bngt,aplikasi nya terlalu berat banget lambat parah banget,1,Negative
e0feb0c6-e921-449b-a549-abd5a1588b81,Nyesal gue dowloadnya..gk bisa sama sekali di buka yg ada muter muter trs..parah sihh buat yg mau download urungkan niatmu dekk.nanti nyesal,nyesal gue dowloadnya tidak bisa sama sekali buka muter muter terus parah sihh buat mau download urung niat dekk nanti nyesal,1,Negative
a996ff65-ac1c-41ca-8341-ade20299301d,"Jujur ini aplikasi semakin ke sini semakin gak jelas, sudah top up, mau isi pulsa malah keluar terus",jujur aplikasi makin sini makin tidak jelas mantap up mau isi pulsa malah keluar terus,1,Negative
8c1a3dba-b7e2-4cd6-a7a1-a33b9d804142,server jelek. konekdi kenceng di shopee jadi lemot,server jelek konekdi kenceng shopee jadi lambat,1,Negative
7e3c92c8-feea-4b9d-92be-e661574342ff,"Di hp ZTEA0622, jika kalian login/daftar gabisa (Muncul L01) di web pdhl bisa. cuman di aplikasinnya aja yg bug",hp ztea jika login daftar gabisa muncul l web pdhl bisa cuman aplikasinnya aja bug,1,Negative
76b97c2e-dfa3-46c4-9c25-c8b054147166,"Pilih pengiriman instant, sampenya besok hari nya",pilih kirim instant sampenya besok hari nya,1,Negative
eda81000-f6a7-4227-b902-3b7f53aad79e,Verifikasi wajah kenapa lama sekali. Padahal nomer HP dan pasword sudah betul,verifikasi wajah kenapa lama sekali padahal nomer hp pasword betul,1,Negative
cd85ad64-8d0b-4291-97ac-58cdd9b53131,Lemot parah,lambat parah,1,Negative
75dac466-28a3-4e97-a86a-4d0931f7e2a0,"Dulu enak belanja di sini sekarang mending belanja di tik tok saja shopee skrg sdh pakai biaya LAYANAN ,kalau pakau pay later pun tdk dapat gratis ongkir ,POKOKNYA TINGGALKAN SHOPEE",dulu enak belanja sini sekarang mending belanja tik tok shopee skrg pakai biaya layan kalau pakau pay later tdk dapat gratis ongkir pokok tinggal shopee,1,Negative
b08004f2-f45d-44b0-8f2f-4223a8544bd5,Rasany pengen uninstall aja. Lemot bgt,rasany ken uninstall aja lambat banget,1,Negative
aaf8273e-9a01-4cb8-9176-e509026a3f90,Coba tolong shope eror apa kenapa sih ? koq kembali ke halaman utama melulu. tolong dong pihak shope bertindak,coba tolong shope eror apa kenapa koq kembali halaman utama melulu tolong pihak shope tindak,1,Negative
d2b43745-6191-47f6-9a10-a536ecd78449,ga jelas . telat bayar seminggu saja langsung di blok . sudah saya lunasi . ga ada timbal balik nya .,tidak jelas telat bayar minggu langsung blok lunas tidak timbal balik nya,1,Negative
028b30d4-a087-4a0e-b4f6-370886c06966,Knpaa kok tak bisa cod,knpaa tak bisa cod,1,Negative
5db51214-cf41-4dc4-8e14-6d7af70d107e,"Kg jelas ngaleg scroll nya leg, ini udh parah bet bug nya lgi lihat lihat bareng trs langsung keluar bug kebeli cod sampe aku lupa sya yg rugi inii",kg jelas ngaleg scroll nya leg parah bet bug nya lgi lihat lihat bareng terus langsung keluar bug kebel cod sampai aku lupa sya rugi ini,1,Negative
c46e31ea-c520-4a81-ba75-a138da2baaac,"Perbaiki dong shopee Express tu pengiriman kagak jelas, dah telat, eh lama lama di kembalikan barang nya, dah 3 barang gtu, 🚮🚮",baik shopee express tu kirim tidak jelas dah telat eh lama lama kembali barang nya dah barang gtu,1,Negative
9d8defab-a606-485c-976f-edfd250bac9e,Pay later data lengkap tapi di tolak mending unistal aza ga guna apk nya,pay later data lengkap tapi tolak mending unistal aza tidak guna apk nya,1,Negative
8cbe2445-da71-42a8-ae8b-6d2a22ae310e,Setelah di perbaharui Shoppe keluar keluar terus gak bisa masuk ke akun lg,telah baharu shoppe keluar keluar terus tidak bisa masuk akun lg,1,Negative
c92ccd5f-1f61-4fc5-aa8e-2aea44e90d04,Voucher gratis ongkir min belanja 0 gak bisa di pake tolong beri saran,voucher gratis ongkir min belanja tidak bisa pakai tolong beri saran,1,Negative
ebdf38fe-180e-4460-b995-c85f89d4214f,Shopee makin kesini semakin buruk lemotnya minta ampun 🥱,shopee makin kesini makin buruk lot minta ampun,1,Negative
b1e56b84-78ec-4553-aae2-8031a691ff91,"Kualitas shoope dulu sama sekarang beda jauh.. Makin kesini makin parah, Pingin mengeruk keuntungan lebih dengan membuka jasa pengiriman sendiri.. alhasil kualitas pengiriman sangat buruk.. sangat parah.. Terlebih kurirnya, gk punya tanggung jawab. Cuma maunya nrima gaji.. Barang sudah diatur pengiriman, tinggal nunggu dipickup jasa pengiriman, sampe 3hari gk di pickup.. PARAH !!",kualitas shoope dulu sama sekarang beda jauh makin kesini makin parah pingin keruk untung lebih buka jasa kirim sendiri alhasil kualitas kirim sangat buruk sangat parah lebih kurir tidak punya tanggung jawab cuma mau nrima gaji barang atur kirim tinggal nunggu dipickup jasa kirim sampai hari tidak pickup parah,1,Negative
b4215d44-68c7-4d34-97d0-654b813d4682,kit ati am shopi,kit ati am shopi,1,Negative
fd10d239-291c-49fe-8738-3efe632da287,PENIPUUU!!!!! FLASH SALE SETINGANN ADEKNGW JG BISAA!,penipuu flash sale setingann adekngw jg bisaa,1,Negative
96e2e7e0-7f57-4279-b517-76e79f41291a,akun saya kok masih di nonaktifkan sedangkan tagihan sudah lunas semua,akun masih nonaktif sedang tagih lunas semua,1,Negative
49496949-c46f-454c-b884-93749ce468d6,Kenapa gk bisa di buka min lgh ganguan kah,kenapa tidak bisa buka min lgh ganguan,1,Negative
e6064459-03fd-41c2-b376-6c8f1ea1f31a,setiap beli paket data gatau masuk.,tiap beli paket data gatau masuk,1,Negative
ff80e154-1a41-4625-867c-38ae06b6ed88,"Tolong segera di perbaiki,aplikasi lambat,lemot,loding gak selesai2,mw pmbayaran transakasi,susah,,gak mncul2 halaman mya,",tolong segera baik aplikasi lambat lambat loding tidak selesai mw pmbayaran transakasi susah tidak mncul halaman mya,1,Negative
bcadf05a-0bbb-41d7-a542-da2adbe6ad28,Lemot,lambat,1,Negative
cd523d9e-1977-43ea-8fd7-2da5d2e491ab,Payah,payah,1,Negative
8c213d0d-f913-4d01-aca4-059ef2f055b1,"Shopee lu kenapa dah, gw buka malah keluar terus anjir dari aplikasinya.",shopee lu kenapa dah buka malah keluar terus anjir aplikasi,1,Negative
87a9430e-987e-4cc4-9d88-1d279711fe5e,"Benerin dulu systemnya, takut pakai Shopee di medsos bnyk penipuan",benerin dulu systemnya takut pakai shopee medsos bnyk tipu,1,Negative
0c68e04e-6236-4266-ae4d-74eee56bfeff,"Penyimpanan udh gede, ngedowload trs lgi nguras kuota bnyk bgt",simpan gede ngedowload terus lgi nguras kuota bnyk banget,1,Negative
706e0a02-86e4-436b-b6a1-4ea13c4c1c33,bukanya lama banget padahal internet kenceng kecewa sama shoppe kalau kek gini trus gk bisa perpungsi,buka lama banget padahal internet kenceng kecewa sama shoppe kalau kek gin terus tidak bisa pungsi,1,Negative
e974adc7-bb85-414f-9706-282930418501,🤓🤓🤓,,1,Negative
012e8d89-8d44-4d99-99f6-43b4c07da7cf,"Apaan saldo shopee pay tiba2 ngurang sendiri, otomatis bayar ke google play, yg bikin gak wajar hilang nya mayan gedee!!!!! Ni sistemnya gmn ya bisa2 nya transaksi di lakuin secara otomatis di aplikasinya",apa saldo shopee pay tiba ngurang sendiri otomatis bayar google play bikin tidak wajar hilang nya mayan gedee ni sistem gmn bisa nya transaksi lakuin otomatis aplikasi,1,Negative
cdfd2a8f-de73-4bae-a250-7664d803626b,Saya mau pesen barang kok suruh muat ulang terus,mau sen barang suruh muat ulang terus,1,Negative
c4863f41-299f-4efc-86e7-24ff04226e83,"Kenapa stlh ak perbaharui,mlh gak bsa di buka . Suruh kembali ke halaman pertama",kenapa stlh ak baharu mlh tidak bsa buka suruh kembali halaman pertama,1,Negative
711c6152-401a-455c-afa2-f909e8b641da,Lag,lag,1,Negative
92dd0fb4-719b-40b8-b895-6d4a11ee81fd,Aplikasi makin lelet,aplikasi makin lambat,1,Negative
58168a35-7d87-447f-b8fd-d706bfc17e28,"saat di kasih bintang 1 selalu di teror pihak toko, di tlp terus karena terima barang yg tak sesuai atau rusak ...",saat kasih bintang selalu teror pihak toko tlp terus terima barang tak sesuai rusak,1,Negative
e18e9bd2-bcf0-4644-a41e-2b815c507206,"Transaksi gagal namun saldo saya telah terpotong, dihubungi cs gak ada tanggapan. Mohon di refund uang saya",transaksi gagal saldo potong hubung cs tidak tanggap mohon refund uang,1,Negative
be8855ef-c07e-4f1d-9025-12a50004fd40,"aplikasinya jelek bangett bagusan lazada,aplikasi ini lalod banget,promo pengguna pertama nggak bisa di pakai👎👎👎jelek banget pokoknya",aplikasi jelek banget bagus lazada aplikasi lalod banget promo guna pertama nggak bisa pakai jelek banget pokok,1,Negative
bd6fe2b6-c8a8-4e1f-88bc-bdb26e72e634,Ngebug,ngebug,1,Negative
da234c0b-f68a-469f-9df0-08e648b0c79a,Sangat lola / lemottttt.............,sangat lambat lemott,1,Negative
2b19d8b7-8abe-4212-9bb1-4d82b411b7ca,"Parah ni aplikasi abis update malah Lola banget keluar terus, padahal jaringan bagus, sering banget kaya gini terus",parah ni aplikasi abis update malah lambat banget keluar terus padahal jaring bagus sering banget kaya gin terus,1,Negative
26820b3b-427a-4915-bf0c-a227cbc6c2ff,"Jas pengiriman shopee expres tidak bisa dipercaya, paket saya sdh saya tunggu sampai estimasi trakhir tdk kunjung datang, malah dikembalikan ke penjual secara sepihak, dibatalkan dengan alasan penerima tidak dapat dihubungi, padahal kami pihak penerima tdk dapat kabar sama sekali oleh kurir. TOLONG DIJAWAB!!! lebih baik kgk ush dah buat shopee expres, cukup seperti dulu, jnt, jne, dan ninja saja kurirnya.",jas kirim shopee expres tidak bisa percaya paket tunggu sampai estimasi trakhir tdk kunjung datang malah kembali jual pihak batal alas terima tidak dapat hubung padahal pihak terima tdk dapat kabar sama sekali kurir tolong jawab lebih baik kgk ush dah buat shopee expres cukup dulu jnt jne ninja kurir,1,Negative
b2bae252-dd65-4474-9f15-c2842258a492,❤️,,1,Negative
d87251c6-3068-49f9-914e-3d626576bb4c,"Sudah sering belanja via tranfer, COD n pake Paylater limit ga naik-naik..hadeh",sering belanja via tranfer cod n pakai paylater limit tidak naik naik hadeh,1,Negative
ac800728-c571-4b91-b0b7-6191ba0dc013,Kurang profesional dalam pemilihan mitra .. saya udah langganan lama di shopee tp di kecewakan dengan satu toko,kurang profesional pilih mitra langgan lama shopee tapi kecewa satu toko,1,Negative
e0f6cbf0-8a3d-4015-b97f-2454d4b446eb,"Ga bisa di update , gagal terus",tidak bisa update gagal terus,1,Negative
cc469514-9463-4c0c-af6f-966228d9e105,Sangat lemot.. Tiap masuk ke aplikasi selalu ngebug.. Berat dan banyk lagi kendala,sangat lambat tiap masuk aplikasi selalu ngebug berat banyk lagi kendala,1,Negative
d8f224ae-78e3-4169-932a-22d97c770bac,"Kebanyakan fitur jadi aplikasinya berat mau buka apa apa ngelagnya minta ampun padahal wifi lancar, sinyal lancar.",banyak fitur jadi aplikasi berat mau buka apa apa ngelagnya minta ampun padahal wifi lancar sinyal lancar,1,Negative
afa5fc47-39b3-4622-8f14-c1c96adb60e8,"Tolong event THR, transfer bank, Happy Hours, TopUp di share 1hari sebelum harinya dong. Biar kita ada persiapan",tolong event thr transfer bank happy hours topup share hari belum hari biar siap,1,Negative
2fc51a63-dc24-40d4-9efb-182d9313010e,Aplikasi yang membuat hpku ngefreze terus,aplikasi buat hpku ngefreze terus,1,Negative
424b4d84-10a2-4c69-82eb-27f6783c40f4,"kenapa ya ,sblm d updt mau cekout ga bs ,layar cm putih,d updt sama aja , kuota banyak dan kecepatan nya tinggi , hape udh d restr ulang ttp aja , bahkan ram d hape mash full kalo mau hape nya nge lag ga mgkn ,tlg perbaiki ini",kenapa sblm d updt mau cekout tidak bs layar cm putih d updt sama aja kuota banyak cepat nya tinggi hape d restr ulang ttp aja bahkan ram d hape mash full kalau mau hape nya nge lag tidak mgkn tlg baik,1,Negative
6d81ca23-0beb-4bae-97e6-ddfa63bbd564,"Aplikasinya sangat buruk,,,,, sering eror dan mengganggu",aplikasi sangat buruk sering eror ganggu,1,Negative
ee0bb02d-1850-4506-8a53-9d9510868ce8,"Kayaknya sekarang harus beralih ke aplikasi yg lain, sekarang shopee biaya penanganan codnya semakin naik.",kayak sekarang harus alih aplikasi lain sekarang shopee biaya tangan codnya makin naik,1,Negative
f97acd89-2f7b-4057-9042-239f28fa656e,Setelah di update jadi tidak bisa topup seabank via spay Aplikasi keluar tesrus tiap buka menu itu,telah update jadi tidak bisa topup seabank via spay aplikasi keluar tesrus tiap buka menu,1,Negative
9a9494da-5e96-442e-b132-ca28ae54a5b2,"skarang pelit ongkir, pelit cashback & banyak biaya layanan. aplikasi juga makin lemot. sumpah gw pemakai lama apk ini makin ksini makin kcewa",skarang pelit ongkir pelit cashback banyak biaya layan aplikasi makin lambat sumpah pakai lama apk makin ksini makin kcewa,1,Negative
e73ca7f7-831d-4c85-917f-0ca9d5adf5f6,Kurang bagus saya kecewa sama pengiriman si cepat ekpres padahal dari kabupaten bekasi ke bekasi kota dan saya pesan di 2 toko bekasi kabupaten tetapi yg satunya melalui si cepat ekpress sampai sekarang terhitung 1 minggu g kekirim kirim terlalu bertele tele alesannya shope tolong kejelasannya paket saya dimana,kurang bagus kecewa sama kirim si cepat ekpres padahal kabupaten bekas bekas kota pesan toko bekas kabupaten satu lalu si cepat ekpress sampai sekarang hitung minggu tidak kirim kirim terlalu tele tele alesannya shope tolong jelas paket mana,1,Negative
b9731547-b297-475a-8d92-f019b2e9841c,"Kenapa nii udah 2 hari setiap buka shope selalu ""kembali ke halaman utama""",kenapa nii hari tiap buka shope selalu kembali halaman utama,1,Negative
ed28a09a-5440-4288-b9d6-49659885612c,Lagggggg,lagg,1,Negative
662f5cb1-b804-4951-ac94-b15bf32b190d,tidak tersedia klaim voucher gratis ongkir dipenguna baru saya sangat kecewa,tidak sedia klaim voucher gratis ongkir dipenguna baru sangat kecewa,1,Negative
b2513c4d-5f9a-4eba-82bd-59bab16dd94e,Kecewa sama spylater... Daftar berkali.. Kali ditolak terus.... Padahal saya menggunakan shopee sudah lama.,kecewa sama spylater daftar kali kali tolak terus padahal guna shopee lama,1,Negative
641c87db-26c9-4339-9bc9-485a90940375,Barang barang yang dijual di aplikasi ini tidak sesuai dengan gambar yang diiklankan. Ini adalah suatu bentuk pembohongan publik. Seharusnya mereka terkena pasal undang undang ITE. Mereka berbondong-bondong membohongi publik masyarakat umum di Indonesia. Harus di tindaklanjuti laporan ini kepada pihak kepolisian..17:20 27 Desember 2022,barang barang jual aplikasi tidak sesuai gambar iklan suatu bentuk bohong publik harus kena pasal undang undang ite bondong bondong bohong publik masyarakat umum indonesia harus tindaklanjuti lapor kepada pihak polisi desember,1,Negative
02b68fc2-edbd-4f2e-8a3f-010dcb85a72d,"sering ngelag, kesel",sering ngelag kesel,1,Negative
90301760-4120-4fd6-a8b3-63aafaba665d,"Shopee makin lama makin lemot, suka gk muncul gambar pdhl jrngn kenceng abis, lalu saat kita klik lama bngt respon sampe bermenit"" , terkadang kita mau cek yg baru dilihat malah gk kesimpen. Tolong diperbaiki lg mungkin jg karena terlalu kebanyakan fitur kali ya makanya shopee jd lemot kyk gini, bagus sih dalam 1 apk kita bisa memakai beberapa fitur yg di tawarkan namun jikalau menjadi lamban begini mending di kurangi fitur yg tdk terlalu penting, contoh jngn terlalu banyak game shopee..",shopee makin lama makin lambat suka tidak muncul gambar pdhl jrngn kenceng abis lalu saat klik lama banget respon sampai menit terkadang mau cek baru lihat malah tidak kesimpen tolong baik lg mungkin jg terlalu banyak fitur kali makanya shopee jadi lambat kyk gin bagus apk bisa pakai beberapa fitur tawar jikalau jadi lamban begini mending kurang fitur tdk terlalu penting contoh jngn terlalu banyak game shopee,1,Negative
b5c0a79a-46fc-408d-8253-283c64387f66,Pengiriman skrng ngaret semua ga sesuai estimasi ditunggu tunggu ga tiba juga,kirim skrng ngaret semua tidak sesuai estimasi tunggu tunggu tidak tiba,1,Negative
dc01c4aa-6a7a-425a-ae11-b6421b088d0f,Ngajuin paylater di tolak mulu padahal data udh bener muka udh bener ktp bener susah amat bukan sekali dua kali tapi udh beberapa puluh kali nyoba tetep aja di tolak,ngajuin paylater tolak mulu padahal data benar muka benar ktp benar susah amat bukan sekali dua kali tapi beberapa puluh kali nyoba tetep aja tolak,1,Negative
e25117bf-703b-4162-8442-01525b53fd74,"Tranfer dari shopee sangat mengecewakan, sangat lama",tranfer shopee sangat kecewa sangat lama,1,Negative
85437c26-daac-4a1a-9950-3db3db2fa1e6,Semakin lemot saja..,makin lambat,1,Negative
7d730941-ae86-4484-bf67-99eb35259755,CS SHOPPE TIDAK BEKERJA DENGAN BAIK PANTAS KALAH SAING DENGAN TIK TOK.,cs shoppe tidak kerja baik pantas kalah saing tik tok,1,Negative
0eb1ed80-070a-420d-a566-34214724300d,"APLIKASI BABI, IKLAN DI GAME MANA MANA",aplikasi babi iklan game mana mana,1,Negative
95b0a5f9-26e7-487f-8806-8c10a4ad73ae,"Kebanyakan loading,mo isi pulsa aja susah nya minta ampun",banyak loading mo isi pulsa aja susah nya minta ampun,1,Negative
25842de4-4f66-4547-83d7-582a355a9660,"Hee tolongg ya, knp shoppe g gd gratis ongkir, jdi kesel dehh,",hee tolongg knp shoppe tidak gd gratis ongkir jdi kesel dehh,1,Negative
865d2cfd-dd19-4fe3-a82b-f118f5a09174,"jadi lemot,berat ,,,gak endul👎👎",jadi lambat berat tidak endul,1,Negative
2d7025a9-0e3c-4b86-a222-c826f4b2fd38,Saya suka shopeeBig,suka shopeebig,1,Negative
26fc7be0-1864-46f3-ac78-68b54b3c50b5,"Kecewa banget sama shopee, toko yg jualn barang KW banyak banget, trus barang toko yang suka nipu banyak banget juga, kenapa enggak di blokir, kasian yang beli dah keluar uang yang lumayan, eh barang nya ga sesuai, kasian banget sih, jangan di biarin harus nya, entar banyak yang ga mau beli di shopee lgi",kecewa banget sama shopee toko jualn barang palsu banyak banget terus barang toko suka nipu banyak banget kenapa tidak blokir kasi beli dah keluar uang lumayan eh barang nya tidak sesuai kasi banget jangan biarin harus nya entar banyak tidak mau beli shopee lgi,1,Negative
52e9f785-9ad5-4799-a0a5-05d1fe76ea7a,Eror dr malem sampai malem lagi belum kelar kelar.. Udah rugi berapa T kalian? Baru kali ini apk erornya awet!!,eror dr malem sampai malem lagi belum kelar kelar rugi berapa t baru kali apk eror awet,1,Negative
3ba54bf6-ae29-4c4b-a3f4-a4986ec6da07,"Ternyata bnyak jga yg kecewa sama aplikasinya, karena mkin lama emang suka ga jelas, sering bug balik"" halaman sendiri, malah sekarang sering log out sendiri",nyata bnyak jga kecewa sama aplikasi mkin lama emang suka tidak jelas sering bug balik halaman sendiri malah sekarang sering log out sendiri,1,Negative
d4783256-63a4-45c4-982a-2dda56143203,Shoppe gak jelas....narik shoppepay aja lelettttt😈🐒,shoppe tidak jelas narik shoppepay aja lelett,1,Negative
7501de02-8f2b-4e6c-a318-5e133b7ef236,lag parah 😮‍💨,lag parah,1,Negative
